feature,class
"[-461.1178       50.064564     -1.8544306    35.230206     49.416065
    0.58418506  -14.224428      7.667695     25.547625     -3.62763
  -16.461231      0.4762119    19.961565      0.90586364  -10.544386
    2.6276195    10.925515     17.254051    -13.462365     -6.4500504
   23.937159     -2.2300987   -10.147321      1.425382      5.772134
    4.6678467   -11.839499      6.1333895     0.5225954    16.849266
  -22.540424      6.0545263    -0.7780491     1.3402114   -13.433349
   -3.6919587    -3.214559     12.2522745   -15.992461     -5.1513906 ]",Microwave_oven
"[-6.9438635e+02  6.0432995e+01  1.0304289e+01  2.8489687e+01
  2.3024273e+01  6.2089367e+00  2.3000636e+00  2.3212132e+01
  1.3324272e+01 -1.4848230e+00  1.9075460e+00  9.5793705e+00
 -6.0314231e+00  4.9725671e+00  5.1485782e+00  1.8178809e+00
 -2.1887801e+00  1.1192521e+00  9.3011990e+00  1.1642570e+00
 -5.1820040e+00  1.2675761e+01  4.2560363e+00  1.2584436e+00
 -8.6410004e-01  8.5652256e+00  2.0767760e+00 -2.0695915e+00
 -4.3611541e+00  6.6689243e+00 -4.5613742e+00 -2.5033851e+00
  2.1250162e+00 -2.9875484e+00 -3.0603898e+00 -5.2496543e+00
  5.3747571e-01 -2.4379156e+00 -7.4454699e+00  6.6434655e+00]",Microwave_oven
"[-4.65389435e+02  1.41718750e+02 -9.73474979e+00  2.95732536e+01
 -1.92803741e+00  1.85435390e+01 -8.58446598e+00  9.14958000e+00
 -8.12200451e+00  9.72730160e+00 -1.01446705e+01  1.85470831e+00
 -3.09038401e+00  1.10951214e+01  1.35039115e+00  1.54707253e+00
  2.92745137e+00 -1.65368307e+00  7.91426778e-01 -8.83468926e-01
 -6.12221181e-01 -1.99519634e+00 -3.44181806e-01  1.93411899e+00
 -2.87664962e+00  2.38765025e+00 -2.83246779e+00 -2.52560115e+00
 -4.68547153e+00  3.90559411e+00 -2.34774947e+00 -1.54639566e+00
  7.46075511e-01 -1.08558428e+00 -1.46822619e+00 -1.77984312e-01
  2.44670630e-01 -9.16411519e-01 -2.19288325e+00  6.85096920e-01]",Microwave_oven
"[-3.9898120e+02  9.4366898e+01 -1.3838639e+01  2.1764496e+01
  5.6583891e+00 -9.0593249e-01  4.1355362e+00  1.0105377e+00
  1.2463533e+00  4.2238998e+00 -3.7110059e+00 -5.0398984e+00
  1.7127955e+00  8.4789231e-02 -8.6280292e-01 -2.1448977e+00
 -6.9114041e+00 -5.3604703e+00 -8.4878321e+00 -2.7398283e+00
 -6.4963822e+00  4.4656408e-01  1.2699978e+00  1.2083099e+00
 -1.6010585e+00  9.9172741e-01  1.5324209e-02  1.9685857e+00
  1.7411392e+00  2.6553359e+00  2.6222100e+00  2.9029071e-01
  1.5974250e+00  1.5990235e+00 -2.1058967e+00  5.1306778e-01
 -2.0432322e+00 -2.5170794e+00 -3.7357991e+00 -3.8726392e-01]",Microwave_oven
"[-2.5347212e+02  1.4999358e+02 -3.2579842e+01  5.6948360e+01
 -9.5489750e+00  7.3555511e-01 -4.0267506e+00 -7.8615775e+00
  1.8360935e+01 -8.2090282e+00  3.7409935e+00  1.0611055e+00
 -5.9436020e-03  4.6605129e+00 -3.1576936e+00  1.9215835e+00
 -1.1270151e+00  1.5131074e-01 -3.8595104e+00 -1.4158667e+00
  4.1856456e+00  2.0133901e+00  2.1740620e+00 -4.4574338e-01
  2.1780620e+00 -8.7196863e-01 -2.9464488e+00 -1.4296625e+00
 -1.3895917e+00 -2.0942085e+00 -7.7458291e+00 -3.7319345e+00
 -1.6979040e-01 -5.7366472e-01  1.5107220e-02 -4.6253916e-02
  3.4837759e+00  1.7933818e+00 -5.0874335e-01 -4.0636683e-01]",Microwave_oven
"[-2.5252972e+02  9.6118828e+01 -1.1020149e+01  2.3372234e+01
 -5.0062770e-01  6.3067040e+00  4.7303243e+00  6.2708693e+00
  8.8256340e+00  7.9041595e+00  1.6718955e+00  3.1581762e+00
 -4.8254058e-01  6.0613794e+00  7.1905136e-01 -1.0539823e+00
  1.5723990e+00  5.0349383e+00  1.5425295e+00  2.1716917e+00
 -2.7539771e+00  1.6854776e+00  1.0081039e-01  3.6120594e+00
  6.1759410e+00  3.5457797e+00 -5.3500605e-01 -7.8669149e-01
 -3.8816462e+00 -1.9738423e+00 -4.9065208e+00 -2.1481314e+00
 -2.6472280e+00 -5.3979650e+00 -2.9067893e+00 -1.3262349e+00
  7.2087571e-02  5.3182344e+00  1.9107003e+00  5.3781524e+00]",Microwave_oven
"[-5.3966016e+02  8.5399567e+01  1.9380882e+01  2.3982452e+01
  1.1461602e+01  1.2284709e+01  8.4923401e+00  8.5002527e+00
  1.1886944e+00  5.8311453e+00  2.0026441e+00  4.1654749e+00
  5.8515424e-01  4.6845989e+00  4.9680036e-01  2.7900970e+00
  3.0040038e-01  1.3823562e+00 -1.8522009e+00  2.6556511e+00
  3.2832071e-01  3.8329976e+00  2.0645022e+00  3.8804200e+00
  2.1180549e+00  3.1046529e+00 -5.9784991e-01  1.9841262e+00
  5.2618504e-01  3.3672724e+00  1.1009693e+00  2.9582689e+00
 -9.1999635e-02  1.7714976e+00  1.2632504e+00  2.5896535e+00
 -9.2449874e-01  1.7036988e+00 -6.4737193e-02  3.0153778e+00]",Microwave_oven
"[-3.4916885e+02  1.5259044e+02  2.0875728e+00  2.3969824e+01
  1.1543132e+01  5.9490242e+00 -1.1527321e+01  1.4649826e+00
 -1.3893608e+00 -2.5164626e+00 -1.2222071e+01  3.2984679e+00
  1.9673648e-01 -4.6111326e+00 -6.9829345e-01  3.5083127e+00
 -8.9202766e+00 -6.3655043e+00 -8.0053444e+00  3.6260114e+00
 -2.2560091e+00 -3.1001401e+00 -4.0423708e+00  3.6246029e-01
 -1.7643187e+00  8.4923261e-01 -5.4837279e+00 -3.6835506e+00
 -4.5537143e+00  1.2606008e+00 -4.1436787e+00 -3.9133663e+00
 -8.4095821e+00 -2.2275600e+00 -1.9844625e+00  4.2693142e-02
 -7.0453072e+00 -7.2976108e+00 -5.0148497e+00  4.7240300e+00]",Microwave_oven
"[-3.37466309e+02  9.69619064e+01  7.83352900e+00  1.86383934e+01
  8.82541686e-02  8.20991802e+00  8.62481403e+00  1.45033007e+01
 -2.98372889e+00  2.24954967e+01  1.50771773e+00  6.08754539e+00
  2.69600868e+00  1.24651289e+01 -3.94393611e+00  8.35087967e+00
  9.66117477e+00 -1.90855980e+00  5.97236252e+00  2.56462622e+00
 -5.13636303e+00 -6.83455944e+00  2.78073192e+00 -1.01915865e+01
 -1.90745342e+00  4.77183008e+00 -4.49072742e+00 -8.47787142e-01
 -5.63095808e-01  1.33570716e-01 -6.53950644e+00  9.42591000e+00
 -3.57538319e+00  2.76487613e+00  3.49564838e+00  3.83900571e+00
 -3.31293058e+00  2.92519546e+00  1.02386439e+00 -4.08953619e+00]",Microwave_oven
"[-5.9709521e+02  1.1380520e+02  4.8703299e+00  2.9398813e+01
  2.4065117e+01 -2.3607345e-01 -2.0050387e+00  3.9364645e+00
  5.2654943e+00 -2.5664935e-01 -4.0669192e-02  5.1803675e+00
  1.3790807e+01  3.0566018e+00 -7.6997411e-01  6.6012216e+00
  4.5269055e+00  5.9586415e+00 -6.9492536e+00  8.0054789e+00
  3.9016964e+00  2.1852558e+00 -2.2315983e-01  4.4115610e+00
  4.5146346e+00  2.9479952e+00 -2.1294439e+00  3.6816065e+00
 -3.0523050e-01  5.9951620e+00 -4.4048247e+00  6.6295404e+00
 -6.1451139e+00  1.5670843e+00 -6.1046500e+00  2.3389409e+00
 -2.6484857e+00  2.9796939e+00 -1.1987111e+01  3.7009084e+00]",Microwave_oven
"[-4.7937485e+02  7.2410400e+01  1.2984033e+01  1.7104734e+01
  2.9493971e+00  8.8569288e+00  6.1547875e+00  3.3985662e+00
  9.2585917e+00  1.2079462e+01  2.3101294e+00  2.0082033e+00
  9.4645292e-01  3.6712494e+00  1.5173057e+00  3.6245255e+00
  2.9524472e+00  3.7830977e+00  2.4133525e+00  1.7281501e+00
 -1.8021765e+00 -1.7486602e+00 -1.7637051e+00  8.7308222e-01
 -3.9510053e-02  1.6967874e+00 -3.1658894e-01  1.9209356e+00
  2.8423694e-01  2.5515033e-02 -1.4988555e+00 -1.0814484e+00
 -1.3483381e+00  3.0018229e+00  1.2976388e+00  2.1168196e-03
 -9.3221200e-01 -1.1993570e+00 -2.6948781e+00 -6.1806583e-01]",Microwave_oven
"[-5.26201660e+02  1.20228355e+02  1.09777441e+01  2.74842072e+01
  1.36125793e+01  1.54831572e+01  7.21663141e+00  7.75083828e+00
  1.90503526e+00  9.48183537e+00  6.72262383e+00  4.63583565e+00
 -7.82667518e-01  7.45398188e+00  8.63906682e-01  1.14733982e+00
  2.99740839e+00  2.09968424e+00 -4.09345531e+00  1.45927024e+00
  1.83351040e+00  3.60077238e+00 -2.24498156e-02  4.07609844e+00
  1.75014570e-01  3.59452152e+00  2.00889492e+00  7.21619129e-01
 -1.18000650e+00  4.33195972e+00  1.26723552e+00  7.03718781e-01
 -3.14354986e-01  3.37193996e-01 -1.34192395e+00  9.15351585e-02
 -9.48963225e-01  1.34307301e+00 -2.04974484e+00  2.10919499e+00]",Microwave_oven
"[-2.72959747e+02  1.08789764e+02  4.52592373e+00  2.28683987e+01
  1.32149763e+01  1.15685349e+01  8.06505966e+00  8.18130970e+00
  1.68326271e+00  9.35129452e+00 -7.30930984e-01  5.58777714e+00
 -5.56351542e-01  4.73428869e+00 -5.06578267e-01  5.43637848e+00
  1.00432277e+00 -6.89778030e-01 -3.10310531e+00 -1.23052590e-01
 -2.14100528e+00  4.78779167e-01 -2.40158033e+00  7.62225747e-01
  1.59529466e-02  9.80173796e-02 -4.45023823e+00 -3.94857979e+00
 -5.53778267e+00 -4.62661171e+00 -8.20983887e+00 -1.82783735e+00
 -1.90844750e+00  1.76175907e-01 -3.34076810e+00  1.73918104e+00
 -1.15946078e+00  1.44407237e+00 -2.38943458e+00  5.68296969e-01]",Microwave_oven
"[-5.6863916e+02  7.2817139e+01  2.5655344e+01  2.4252293e+01
  1.5210490e+01  1.3216041e+01  1.3810076e+01  1.2589859e+01
  1.0045995e+01  6.0502391e+00  2.8366814e+00  2.0220251e+00
  1.4191021e+00  5.2039914e+00  4.7184048e+00  4.7916999e+00
  2.8566866e+00  1.4465553e+00  3.3808820e+00  5.1338568e+00
  2.4927361e+00  5.7332072e+00  7.4275084e+00  4.6691961e+00
  2.4433360e+00  2.5596077e+00  1.4805360e+00  1.7404199e+00
  5.5880636e-01  2.6530433e+00  5.3548926e-01  5.1626337e-01
  6.1249152e-02  6.9052988e-01  1.1279768e+00  1.5798035e+00
 -8.1306100e-01 -9.5303655e-02  6.5762490e-01  3.0627687e+00]",Microwave_oven
"[-4.4388202e+02  6.6689789e+01  4.7446325e-01  1.1648682e+01
 -3.1208804e+00  4.2112637e+00 -9.9352705e-01 -7.7139544e-01
 -1.0139336e-01  2.3564291e+00 -1.3860855e+00 -1.7647932e-01
 -8.5566157e-01 -4.7751480e-01 -2.9144534e-01 -4.4109273e-01
 -9.1131896e-01  3.4590404e+00 -4.8784369e-01  1.9178401e+00
 -8.8016957e-01  1.2525105e+00  1.0372810e+00 -3.9506400e-01
 -1.9920359e+00  3.5367694e-01 -5.0790238e-01  5.7777089e-01
 -4.5573455e-01  6.1257970e-01  2.1609104e-01  1.6989096e+00
  7.9615462e-01  7.4209094e-01 -6.2359875e-01 -6.2088776e-01
 -2.8510189e-01  1.0389425e-01  3.0983773e-01 -2.6594689e-01]",Microwave_oven
"[-4.2216855e+02  9.8323479e+01  2.7295208e+01  2.6063231e+01
  1.9982887e+01  1.0275984e+01  1.5315123e+01  2.1944914e+01
 -1.0390188e+01  1.9684303e+01 -2.0736864e+00  7.1665640e+00
  1.3493667e+00  1.4607794e+01 -1.0224568e+00  5.2114117e-01
  1.1587455e+01 -1.3044266e+01  3.4761534e+00 -6.0476118e-01
  7.4945539e-02 -9.3458834e+00  1.0675386e+01 -1.2023988e+00
 -6.8933349e+00  1.0538304e+01 -3.2121034e+00 -1.1666132e+00
 -2.9815392e+00  8.5177717e+00 -1.1246029e+01  6.4798703e+00
 -7.9578263e-01 -8.5590544e+00 -6.2056983e-01  1.6892098e+00
  9.6328264e-01 -4.4524064e+00  9.5401020e+00 -5.5836463e+00]",Microwave_oven
"[-1.5424281e+02  1.3652246e+02  1.6556036e+01  2.8369678e+01
  1.7043106e+01  1.8055874e+01  6.7305145e+00  1.0081341e+01
  6.6412287e+00  9.8326550e+00  4.9121184e+00  8.9855490e+00
  4.0783277e+00  2.7318499e+00 -3.4715948e-01 -7.6634496e-02
 -1.7757279e+00 -6.9162261e-01 -1.6234150e+00  3.3637767e+00
 -2.3984900e+00  2.8200357e+00  1.0878311e+00  4.3548956e+00
  3.3768802e+00  3.9244647e+00 -1.2766285e+00  1.2607409e+00
 -3.6651685e+00  2.2269995e+00 -4.1315236e+00 -2.9570255e-01
 -5.5320978e+00 -1.2619314e+00 -4.1116185e+00 -3.2833335e+00
 -5.8046780e+00 -2.8935344e+00 -4.4693685e+00 -8.9186437e-02]",Microwave_oven
"[-4.5795435e+02  1.1122269e+02  4.0906445e+01  3.9022614e+01
  2.9987520e+01  1.2729728e+01  4.6928911e+00  2.5733137e+00
  4.4845099e+00  3.5545764e+00 -3.9420013e+00  1.4059080e+00
  3.1735530e-01  3.3385613e+00  9.7076285e-01  3.1421444e+00
  2.3181388e+00  6.0630813e+00  3.2964165e+00  5.7648659e+00
 -9.3083553e-02  4.4033523e+00  1.6146290e+00  2.6489949e+00
 -1.1483864e+00  2.8260715e+00 -2.6513710e+00  1.3097893e+00
 -3.0032344e+00 -3.9313948e+00 -2.4759238e+00 -4.1651544e-01
 -1.6103857e+00  4.9640546e+00  1.0151311e+00  9.9935108e-01
 -2.1163878e+00  1.7006431e+00  3.0304402e-01  1.1295378e+00]",Microwave_oven
"[-3.6691885e+02  5.3777573e+01 -3.1389069e+01  3.2809521e+01
  2.7061152e+01  7.5877242e+00 -2.3363619e+01  8.4717607e+00
  1.2959695e+01 -6.4610686e+00 -9.3827925e+00  6.2027259e+00
  1.4131066e+01 -5.5739732e+00 -1.4205424e+01 -4.7951159e-01
  7.0967045e+00  6.7494903e+00 -1.2273540e+01  6.6627960e+00
  2.2556992e+01  1.8984083e+00 -6.2911396e+00 -1.3897419e-03
  7.5567317e+00 -1.7576760e+00 -6.6170921e+00  2.8647740e+00
  4.1336198e+00  5.4890189e+00 -3.9368305e+00  6.0228715e+00
  5.2629247e+00 -9.3067002e-01 -2.2446589e+00 -4.5393732e-01
  2.2185771e+00  7.3339858e+00 -5.3488498e+00  1.8916005e+00]",Microwave_oven
"[-4.85499695e+02  1.17213280e+02  3.63227768e+01  3.38574562e+01
  2.71981525e+01  1.69805737e+01  9.57884598e+00  4.79633713e+00
  1.21081085e+01  5.18343782e+00  2.12988067e+00  4.53575230e+00
  9.78380203e+00  6.31905890e+00  1.07787740e+00  2.34111214e+00
  3.08208776e+00  5.05780268e+00  1.23242092e+00  4.65391636e+00
  2.44588065e+00  4.03608471e-01  3.13557982e+00  4.65436411e+00
  3.06680322e+00  1.73308885e+00 -6.19994640e+00 -1.88218427e+00
 -1.61823130e+00  1.51483071e+00 -5.88723612e+00  2.53405499e+00
 -1.33819866e+00  5.83765447e-01 -5.04156828e+00 -6.54067457e-01
 -1.37861574e+00  1.41943634e+00 -2.87887311e+00  1.66296268e+00]",Microwave_oven
"[-7.3199316e+02  3.6938812e+01  1.0480672e+01  1.3382622e+01
  6.5974288e+00  8.6878157e+00  6.1916866e+00  5.2449608e+00
  2.6431448e+00  2.9335785e+00  2.5725448e+00  3.0069773e+00
  7.8437442e-01  3.1763554e-01  8.8281465e-01  2.0433035e+00
 -6.0583062e-02 -5.2961141e-01 -1.6707518e+00 -1.2341968e+00
 -1.6510890e+00 -1.9294009e+00 -2.6217339e+00 -2.3077331e+00
 -1.7083449e+00 -6.3675362e-01 -1.3001168e+00 -8.3089942e-01
 -1.3531551e+00 -1.1808515e+00 -1.1809155e+00 -1.6848941e+00
 -2.2184122e+00 -1.9444761e+00 -2.8498375e+00 -2.3357131e+00
 -2.6470599e+00 -1.9935701e+00 -2.4537632e+00 -1.3102399e+00]",Microwave_oven
"[-4.5960461e+02  9.4728951e+01  4.2145681e+00  2.0800137e+01
  7.5902143e+00  9.1139746e+00  8.3771217e-01  4.8017292e+00
  6.3149981e+00  8.9750824e+00  4.3513117e+00  4.9064760e+00
 -1.1316447e+00  1.0160940e+00  2.9320514e-01  5.1248803e+00
  9.9141324e-01 -2.5273461e+00 -2.1062036e+00 -4.4177442e+00
 -7.0795369e+00 -3.5407908e+00 -5.8325853e+00 -1.0922405e+00
 -2.3058779e+00 -3.4282351e+00 -3.5269518e+00 -2.7210500e+00
 -1.0946045e+00  1.9016614e+00 -1.6806830e+00  1.6552339e+00
  4.8695145e+00  5.9012222e+00  2.1279750e+00 -2.9979038e+00
 -3.0527396e+00  5.2541840e-01 -2.4456444e+00  1.2860873e+00]",Microwave_oven
"[-4.3169730e+02  5.4256699e+01  1.8898495e+01  1.6260466e+01
  1.3455159e+01  1.2189498e+01  7.8637199e+00  7.5172353e+00
  6.6064625e+00  6.9501595e+00  5.6374536e+00  5.0498438e+00
  3.3172746e+00  3.6321828e+00  2.2550328e+00  1.6766452e+00
  6.6327769e-01  6.4072561e-01 -4.7265661e-01  8.5581891e-02
 -8.2113105e-01 -1.0978671e+00 -1.4235137e+00 -9.7205967e-01
 -1.3889326e+00 -1.1417319e+00 -1.4403495e+00 -5.7044756e-01
  2.5300476e-01  2.6639259e-01  1.8998687e-01  1.1580503e+00
  2.4654347e-01 -1.9687340e-01 -4.8261353e-01 -1.7157109e-01
  3.3427640e-03  6.5311128e-01 -6.8221763e-02  1.3134740e-01]",Microwave_oven
"[-3.1744247e+02  4.4090599e+01 -2.3685215e+01 -7.7341886e+00
 -4.7423234e+00  4.8917766e+00 -8.2899933e+00 -2.8069732e+00
 -5.6634021e+00  1.0118697e+00 -3.9174304e+00  1.3953247e+00
 -7.6431007e+00 -1.0297230e+00 -6.5972409e+00 -3.5475230e+00
 -4.6783824e+00 -6.3365512e-02  9.2062825e-01  7.2827692e+00
  2.1595871e+00  5.9416428e+00  3.6171811e+00  6.1212387e+00
  3.2932727e+00  7.5260630e+00  4.7046056e+00  8.8064480e+00
  4.0080833e+00  6.1652441e+00  4.0907321e+00  3.6763279e+00
 -1.8076620e+00  2.5773108e+00 -1.4529537e+00  3.1944687e+00
 -4.7208855e-01  1.5627182e+00 -1.1087059e+00  9.1475166e-02]",Toilet_flush
"[-4.1987762e+02  1.1701136e+02  1.4648252e+01  1.7041935e+01
 -2.5233016e+00  9.3363070e-01  2.2880929e+00  5.9442906e+00
  3.3920138e+00  1.1581108e+01  2.6087255e+00  3.6823864e+00
  2.5315902e+00  3.1208565e+00  1.9320084e+00  1.7650508e+00
  3.6282780e+00  6.3353939e+00  2.4262488e+00  1.3648813e+00
 -2.3591380e+00 -2.5793841e+00  4.9195325e-01  2.8020225e+00
  8.9976835e-01  3.1723163e+00  3.3682704e+00  3.0356877e+00
  3.0818670e+00  2.7416344e+00 -3.5532033e-01 -3.6443812e-01
  2.8113959e+00  4.1412096e+00  1.6694113e+00  1.6578590e+00
 -1.9046101e-01 -5.5456561e-01 -1.5936788e+00 -2.2989480e+00]",Toilet_flush
"[-1.2343058e+02  4.4049381e+01 -4.5717274e+01  7.3446274e+00
  1.1461831e+00  1.4610605e+00 -7.8069240e-01  2.5617683e+00
 -4.7725501e+00 -1.3062363e+00 -1.0508814e+01 -3.9800337e-01
 -9.2357531e+00 -1.3304316e+00 -1.0798059e+01 -6.7060828e-01
 -4.3752923e+00  1.9225628e+00 -1.5294217e+00  3.1779802e+00
 -3.0444637e-03 -3.8659328e-01 -3.5403354e+00 -2.9537024e+00
 -6.7622232e+00 -1.3594905e+00 -3.7080286e+00  2.5293729e+00
  4.9713679e-02  3.4095943e+00 -3.2516915e-01  2.4822936e+00
 -2.7746863e+00 -7.2087985e-01 -1.3072361e+00  1.0718547e+00
 -3.7816334e+00 -4.6615744e-01 -8.6619478e-01  1.2266818e+00]",Toilet_flush
"[-2.2550040e+02  6.6931091e+01 -4.0601530e+00  5.7039418e+00
 -1.3702984e+00  1.1361758e+01 -2.5505223e+00  1.1309282e+01
 -4.1589603e+00 -3.1039186e+00  2.5523820e+00 -4.3093429e+00
 -1.3756612e+01 -7.2646194e+00 -9.7677879e+00 -4.1782851e+00
 -7.8415432e+00  3.4102519e+00  7.8392613e-01 -5.7954106e+00
 -5.1220999e+00 -3.2911687e+00 -6.9037371e+00  6.2165010e-01
 -6.7172068e-01 -4.0508586e-01  1.5648241e+00  1.6139460e+00
 -1.1167687e+00  3.3659303e+00 -1.2237604e+00 -7.1662265e-01
  7.0759308e-01  2.0457149e+00 -3.0965080e+00 -2.9014185e-01
 -2.1570964e+00 -1.6024423e-01 -6.7684064e+00  1.1674778e+00]",Toilet_flush
"[-2.24075546e+02  1.54626038e+02 -1.03702065e+02  6.80117655e+00
  8.83587742e+00 -2.33239250e+01  1.27302237e+01 -1.21977577e+01
 -2.64754939e+00  6.14476538e+00 -1.52723351e+01  7.24611616e+00
 -1.51341736e+00 -1.38042669e+01  1.66904700e+00 -1.07939405e+01
 -6.86265373e+00 -1.22149873e+00 -9.92460918e+00  8.52262115e+00
  5.62939835e+00 -5.12780046e+00  3.86441755e+00 -4.65357637e+00
 -4.11959600e+00  2.96973348e+00 -4.17885828e+00 -1.77047756e-02
 -3.26553345e+00 -6.71888685e+00  1.67013240e+00 -2.38990998e+00
 -2.74407774e-01  5.13279152e+00 -1.62511933e+00  1.68958020e+00
  2.35218215e+00 -1.35338366e+00  2.24651933e+00  1.37357637e-01]",Toilet_flush
"[-2.4789310e+02  9.4748634e+01 -1.5459730e+01 -1.3191585e+01
  9.8681331e-02  1.2757311e+01  7.2480159e+00  2.6004951e+00
 -3.8778641e+00  1.3735300e+00 -1.7309685e+00  6.6731024e+00
 -4.7343965e+00 -4.8283296e+00 -1.0678220e+00  2.3772738e+00
 -6.6193652e+00  2.9768338e+00 -1.6322299e+00  9.7572947e+00
  4.9743233e+00  5.5058231e+00  3.3233259e+00  3.5621731e+00
 -1.7490207e+00  7.1883035e+00  3.2165306e+00  5.9271102e+00
  8.5377401e-01  1.3335165e+00 -2.3463469e+00  3.4226227e+00
 -8.2006752e-01  2.1858454e+00 -3.9497685e-01  8.7404764e-01
 -1.0886389e+00  2.6905327e+00 -3.9162302e+00  1.7429529e+00]",Toilet_flush
"[-207.53119      34.990726    -35.05344     -20.119085    -19.063078
  -21.489637    -22.39318     -15.350051    -17.430164    -12.546422
  -13.647596     -2.9305925    -7.050827     -8.011849    -11.270531
   -4.4831376    -5.1802945     1.4383284    -4.384556     -2.9284475
   -5.92676      -2.9370344    -6.0937605    -1.70446      -6.0181894
   -0.4466331    -4.91298       0.21051861   -3.3660655     0.56922424
   -5.7186093    -0.81241715   -3.3725638    -0.744436     -3.7388847
   -0.8360042    -3.4647918     0.79235655   -4.272306     -1.2673067 ]",Toilet_flush
"[-4.3683835e+02  1.2456317e+02 -2.1833836e+01  1.6687004e+01
  1.7143587e+01  2.9558477e+00 -6.4776230e-01  5.2457666e+00
 -1.0539596e+01  1.7230867e-01 -8.8634169e-01  2.8077581e+00
 -2.3341246e+00  3.5455037e-02 -9.5741739e+00 -3.6491609e+00
 -1.5161791e-01  2.8642578e+00  4.3903236e+00  8.5714378e+00
  1.4424014e+00  2.1863163e+00 -1.5924306e+00  2.1067348e+00
  6.0405189e-01  3.4925959e+00  4.7164326e+00  3.5026171e+00
  1.7176194e+00  2.7888608e+00  2.0005887e+00 -1.1032685e+00
 -4.8596659e+00 -3.7624731e+00 -6.0434234e-01  1.6306033e+00
 -1.1186783e+00 -3.9666328e-01  1.6035601e+00  9.6427470e-01]",Toilet_flush
"[-419.98828      63.938175     -7.2712164    15.145547      8.280409
   12.715792     -6.605984      3.293071    -10.476939     -4.9378333
   -8.951965     -1.9409616    -5.296118     -3.390005     -8.262889
   -0.78629786   -2.853633      4.4324627     5.656061     11.89313
    3.6520877     0.7028141    -5.3026214     1.7145883     3.371076
    8.258679      0.5103681     1.6782564    -3.172753      2.0922434
   -1.2501816     0.5758061    -5.41587      -3.974474     -3.4380527
    3.0656066    -1.8048395    -0.99487454   -4.760486     -0.74946547]",Toilet_flush
"[-1.3600528e+02  2.9964264e+01 -5.3154129e+01 -8.1885862e+00
 -2.0197405e+01 -1.0097489e+01 -2.0713390e+01 -8.6221285e+00
 -1.5430248e+01 -3.9962142e+00 -7.9970903e+00 -2.3565178e+00
 -4.2556033e+00 -1.6128070e+00 -4.2260337e+00 -1.3064902e+00
 -5.5749750e+00  7.2734624e-02  1.4813368e+00  6.1806583e+00
  1.9376169e+00  4.1030889e+00 -7.4089658e-01  3.3597035e+00
 -7.3569733e-01  2.3630311e+00 -2.9011502e+00  1.7023579e+00
 -2.2942438e+00  1.8985258e+00 -2.1081576e+00  2.1401651e+00
  6.2000030e-01  3.4423373e+00 -2.2565794e-01  4.4098783e+00
  1.8641239e+00  2.5912447e+00 -2.9287496e+00  6.2495500e-02]",Toilet_flush
"[-3.7179480e+02  6.4658890e+01  1.1654448e+01  6.9776039e+00
  1.6648215e+00  1.6863025e+00 -2.8963333e-01  5.5283418e+00
  5.0497192e-01  1.2445137e+01  4.7347164e+00  8.5637474e-01
 -5.7144580e+00  2.6423094e+00  4.9580054e+00  5.8119321e+00
 -1.0999801e+00  6.1954317e+00  7.5560002e+00  8.0934248e+00
  1.8461993e+00  5.4217815e+00  8.1657767e-01  4.5726328e+00
  2.7442524e+00  5.1995358e+00  2.6013272e+00  3.7853541e+00
  3.2088890e+00  2.7168033e+00 -1.0289955e+00  6.8577844e-01
 -2.8183277e+00  2.0541363e+00  1.9469855e+00 -8.7915039e-01
 -3.3695843e+00  2.3443547e-01 -2.5226343e-01  6.4522052e-01]",Toilet_flush
"[-3.9945718e+02  5.2120686e+01  1.1342210e-01  2.1219286e+01
  7.3483086e+00  4.9488516e+00  1.5803906e+00 -7.9981452e-01
 -3.7125351e+00  1.5600985e+00 -2.6650889e+00 -6.1366624e-01
 -6.6489429e+00 -5.0574808e+00 -5.0887122e+00  3.4002119e-01
 -2.2461653e+00 -6.5662110e-01 -2.2184136e+00  1.7347137e+00
  3.1360469e+00  5.2202172e+00  4.3162127e+00  6.1350312e+00
  2.2415252e+00  1.9871734e+00  2.0167968e-01  3.4610851e+00
  3.3978281e+00  5.0978823e+00  3.5204422e+00  2.9593306e+00
 -1.3510156e+00  8.6264229e-01  8.0180401e-01  1.0192227e+00
 -3.3353814e-01  8.5919303e-01 -1.2133102e+00 -3.5395902e-01]",Toilet_flush
"[-3.0842523e+02  5.2964989e+01 -3.5417572e+01 -2.4117053e+00
  1.2782811e+01  1.4651453e+01  1.1167741e+01  4.3986130e+00
 -1.8526347e+00  1.3992695e+00  2.2950754e+00  6.2486105e+00
 -5.3384337e+00 -7.9154053e+00 -4.9810863e+00 -1.3078994e-01
  6.2603092e-01  1.5486976e+00 -1.3062647e-01  5.2762389e+00
  1.2840564e+00  4.2250466e+00  3.8060715e+00  2.8725269e+00
 -3.6463094e+00  4.6099997e+00  7.1019201e+00  9.4248962e+00
  3.9363403e+00  5.6900406e+00  8.1071634e+00  8.3657742e+00
  1.3533128e+00  1.6169560e+00 -1.8674015e+00 -2.5309188e+00
 -7.1998984e-01  2.1590736e+00  2.7479401e+00  9.0926123e+00]",Toilet_flush
